image_id,edit_id,seed,family,outlier_type,reason,changed_pixel_ratio,mask_area_ratio,visible_change_ratio,connected_components,largest_component_ratio_lower_bound,image_level_changed_pixel_ratio,image_level_largest_component_ratio
404,seed42_edit00,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.0703466796875,0.06970947265625,0.804717885124852,24,0.002904561360677083,0.0801513671875,0.078330078125
407,seed42_edit00,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.0065625,0.00650634765625,0.6366459627329193,29,0.00022435681573275862,0.0235595703125,0.01413818359375
412,seed42_edit01,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.00850341796875,0.00824951171875,0.6369462770970782,24,0.0003437296549479167,0.01675048828125,0.01023193359375
415,seed42_edit00,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.07576416015625,0.07543701171875,0.8091073345727827,21,0.00359223865327381,0.08337646484375,0.082412109375
419,seed42_edit01,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.00310546875,0.003095703125,0.3437245866088371,112,2.7640206473214285e-05,0.04953125,0.03879150390625
419,seed42_edit02,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.03397705078125,0.0336376953125,0.36419867304591474,26,0.0012937575120192308,0.04953125,0.03879150390625
43,seed42_edit01,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.0584716796875,0.05812255859375,0.7200496022744458,59,0.0009851281117584745,0.0916748046875,0.06593017578125
434,seed42_edit00,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.000908203125,0.000908203125,0.0674279499728113,30,3.0273437500000003e-05,0.008232421875,0.00586669921875
435,seed42_edit01,42,C_elongated_ribbon,WEAK_CHANGE_CANDIDATE,changed_pixel_ratio_at_or_below_weak_threshold,0.00041015625,0.00041015625,0.08191126279863481,36,1.1393229166666665e-05,0.0058251953125,0.00414794921875
435,seed42_edit01,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.00041015625,0.00041015625,0.08191126279863481,36,1.1393229166666665e-05,0.0058251953125,0.00414794921875
442,seed42_edit00,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.0264794921875,0.02634033203125,0.4429163758774991,209,0.00012603029680023924,0.03558837890625,0.0287109375
444,seed42_edit01,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.02509033203125,0.0247607421875,0.5767087455930854,69,0.00035885133605072467,0.03086181640625,0.01409423828125
448,seed42_edit01,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.004697265625,0.0046923828125,0.3109026205111614,36,0.00013034396701388888,0.11856201171875,0.11488525390625
452,seed42_edit00,42,B_diffuse_texture,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.16742431640625,0.1641455078125,0.9534979365507069,44,0.003730579723011364,0.179345703125,0.17042724609375
452,seed42_edit01,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.0060888671875,0.0060498046875,0.31006006006006004,105,5.7617187500000004e-05,0.179345703125,0.17042724609375
458,seed42_edit00,42,C_elongated_ribbon,WEAK_CHANGE_CANDIDATE,changed_pixel_ratio_at_or_below_weak_threshold,0.00034912109375,0.0003466796875,0.02686849574266793,36,9.629991319444444e-06,0.03098876953125,0.025849609375
458,seed42_edit00,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.00034912109375,0.0003466796875,0.02686849574266793,36,9.629991319444444e-06,0.03098876953125,0.025849609375
458,seed42_edit02,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.02328125,0.0230859375,0.4579176755447942,49,0.00047114158163265307,0.03098876953125,0.025849609375
459,seed42_edit01,42,C_elongated_ribbon,WEAK_CHANGE_CANDIDATE,changed_pixel_ratio_at_or_below_weak_threshold,8.544921875e-05,8.544921875e-05,0.009390931043734908,7,1.2207031249999999e-05,0.01299560546875,0.01249267578125
463,seed42_edit00,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.0242626953125,0.0240869140625,0.6299323202656111,79,0.0003048976463607595,0.10380126953125,0.059873046875
