seed,image_stem,changed_pixel_count,changed_pixel_ratio,connected_components,largest_component_area,largest_component_ratio
0,423,23558,0.0575146484375,87,23386,0.0570947265625
0,424,3400,0.00830078125,147,1897,0.00463134765625
0,426,13369,0.03263916015625,278,6598,0.0161083984375
0,427,5216,0.012734375,103,5010,0.0122314453125
0,428,81924,0.200009765625,755,79021,0.19292236328125
0,429,3351,0.00818115234375,429,708,0.001728515625
0,43,60579,0.14789794921875,183,60164,0.146884765625
0,431,751,0.00183349609375,55,648,0.00158203125
0,434,51160,0.12490234375,92,51014,0.1245458984375
0,435,7135,0.01741943359375,283,2666,0.0065087890625
0,436,41776,0.1019921875,57,40121,0.09795166015625
0,439,19168,0.046796875,274,10161,0.02480712890625
0,44,67027,0.16364013671875,245,59830,0.1460693359375
0,441,510,0.0012451171875,49,191,0.00046630859375
0,442,8628,0.021064453125,124,4686,0.0114404296875
0,443,38434,0.0938330078125,183,35799,0.08739990234375
0,444,2163,0.00528076171875,157,569,0.00138916015625
0,445,8931,0.02180419921875,94,7644,0.018662109375
0,446,44502,0.1086474609375,259,28437,0.06942626953125
0,447,68136,0.16634765625,166,66075,0.16131591796875
0,448,48937,0.11947509765625,165,47250,0.1153564453125
0,449,71728,0.1751171875,238,68419,0.16703857421875
0,450,2426,0.0059228515625,209,692,0.001689453125
0,451,37111,0.09060302734375,147,35602,0.0869189453125
0,452,90982,0.2221240234375,445,88486,0.2160302734375
0,455,34195,0.08348388671875,235,32441,0.07920166015625
0,456,38749,0.09460205078125,84,36944,0.0901953125
0,457,12711,0.03103271484375,248,3483,0.00850341796875
0,458,16266,0.0397119140625,203,12157,0.02968017578125
0,459,67132,0.163896484375,87,67003,0.16358154296875
0,461,1494,0.0036474609375,42,1406,0.0034326171875
0,462,3251,0.00793701171875,186,1576,0.00384765625
0,463,252,0.000615234375,79,29,7.080078125e-05
0,465,55363,0.13516357421875,112,55021,0.13432861328125
0,466,16333,0.03987548828125,132,15826,0.0386376953125
0,467,1062,0.0025927734375,4,1057,0.00258056640625
0,468,108510,0.2649169921875,224,107975,0.26361083984375
0,469,435,0.00106201171875,2,433,0.00105712890625
0,470,2145,0.00523681640625,22,2099,0.00512451171875
0,471,3962,0.0096728515625,32,2522,0.0061572265625
0,474,56600,0.13818359375,31,56543,0.13804443359375
0,476,68727,0.16779052734375,48,68624,0.1675390625
0,478,21594,0.0527197265625,362,10416,0.0254296875
0,48,6255,0.01527099609375,113,6012,0.014677734375
