epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
77,499.679,1.49684,2.70172,1.80191,1.46667,0,0.70431,0.48284,0.52591,0.28764,0.67988,0.45239,0.49053,0.26568,1.91048,2.89047,1.88235,1.70567,0,0.002476,0.002476,0.002476
78,505.679,1.46454,2.67109,1.79761,1.46033,0,0.57581,0.48232,0.51738,0.30198,0.56523,0.4545,0.49711,0.28097,1.93714,2.95545,1.86848,1.7436,0,0.002377,0.002377,0.002377
79,511.85,1.4652,2.69437,1.78913,1.45872,0,0.69647,0.44651,0.51352,0.29171,0.68405,0.42923,0.49208,0.25441,1.91481,2.98659,1.87046,1.7272,0,0.002278,0.002278,0.002278
80,518.325,1.44108,2.61213,1.73889,1.42456,0,0.61449,0.48461,0.52913,0.28731,0.68152,0.42764,0.49621,0.27601,1.8875,2.91413,1.87664,1.73718,0,0.002179,0.002179,0.002179
81,524.362,1.44426,2.67089,1.76421,1.45253,0,0.66494,0.48394,0.54349,0.29324,0.65226,0.47027,0.50806,0.28007,1.88302,2.89458,1.85542,1.72033,0,0.00208,0.00208,0.00208
82,530.386,1.47481,2.61813,1.73546,1.43391,0,0.62038,0.4857,0.50698,0.28623,0.62847,0.45858,0.48137,0.27522,1.92729,2.89879,1.85617,1.72466,0,0.001981,0.001981,0.001981
83,536.37,1.46746,2.7145,1.79684,1.45796,0,0.69519,0.46791,0.55988,0.31783,0.68695,0.46306,0.53461,0.29035,1.84247,2.86649,1.80191,1.71419,0,0.001882,0.001882,0.001882
84,542.543,1.44402,2.64758,1.75547,1.44939,0,0.77248,0.48449,0.56624,0.31524,0.78187,0.45413,0.53897,0.28158,1.81193,2.79952,1.77648,1.63364,0,0.001783,0.001783,0.001783
85,548.533,1.45624,2.58771,1.69144,1.42973,0,0.74951,0.53929,0.60717,0.35504,0.75397,0.5069,0.58462,0.30363,1.82737,2.84653,1.78153,1.64318,0,0.001684,0.001684,0.001684
86,555.136,1.40578,2.57726,1.65767,1.41606,0,0.69825,0.48531,0.57633,0.3151,0.70747,0.48699,0.56711,0.30333,1.83518,2.82168,1.75353,1.67288,0,0.001585,0.001585,0.001585
87,561.169,1.44722,2.61663,1.72347,1.43592,0,0.81919,0.48414,0.5786,0.31837,0.78066,0.47256,0.54804,0.27778,1.87542,2.89452,1.83818,1.70616,0,0.001486,0.001486,0.001486
88,567.206,1.42796,2.56557,1.66478,1.39231,0,0.77987,0.50532,0.56628,0.31352,0.76703,0.48201,0.52318,0.27897,1.81467,2.9034,1.83324,1.64874,0,0.001387,0.001387,0.001387
89,573.226,1.40347,2.52412,1.62808,1.396,0,0.68542,0.48775,0.54534,0.30602,0.70879,0.46177,0.51722,0.28048,1.84346,2.86418,1.79119,1.66995,0,0.001288,0.001288,0.001288
90,579.394,1.41229,2.55415,1.64862,1.41011,0,0.7457,0.50298,0.58871,0.32213,0.70912,0.47982,0.53684,0.28474,1.79631,2.80962,1.75293,1.64525,0,0.001189,0.001189,0.001189
91,587.62,1.4479,2.52631,1.78121,1.51056,0,0.66854,0.4881,0.54714,0.31376,0.68325,0.52524,0.56211,0.30405,1.78845,2.81479,1.7899,1.66677,0,0.00109,0.00109,0.00109
92,593.789,1.40466,2.40771,1.68497,1.49949,0,0.74724,0.45585,0.55937,0.3175,0.76394,0.50002,0.57235,0.31396,1.8144,2.78534,1.75549,1.66054,0,0.000991,0.000991,0.000991
93,599.953,1.36507,2.43484,1.61035,1.44553,0,0.6553,0.50067,0.55451,0.30998,0.63361,0.49601,0.54057,0.29513,1.804,2.77846,1.77461,1.66657,0,0.000892,0.000892,0.000892
94,606.058,1.37427,2.39522,1.60778,1.45068,0,0.71418,0.46955,0.55683,0.32292,0.64571,0.49326,0.54329,0.30087,1.78463,2.78816,1.78793,1.66336,0,0.000793,0.000793,0.000793
95,612.38,1.35494,2.4018,1.57201,1.42885,0,0.66147,0.5006,0.55398,0.30729,0.65899,0.49885,0.54054,0.2945,1.80842,2.81287,1.77192,1.64253,0,0.000694,0.000694,0.000694
96,618.425,1.31671,2.28935,1.52252,1.40936,0,0.72285,0.49064,0.57241,0.32524,0.71486,0.49285,0.5658,0.30902,1.76666,2.7808,1.6957,1.62352,0,0.000595,0.000595,0.000595
97,624.898,1.34862,2.35556,1.51863,1.3934,0,0.74028,0.48568,0.58748,0.35434,0.73496,0.47525,0.56525,0.32318,1.76007,2.8118,1.72768,1.6382,0,0.000496,0.000496,0.000496
98,630.895,1.31812,2.35885,1.52641,1.4179,0,0.75034,0.47925,0.58507,0.34859,0.76865,0.51554,0.58849,0.31686,1.78825,2.81997,1.72998,1.66359,0,0.000397,0.000397,0.000397
99,636.898,1.31252,2.32681,1.49172,1.4143,0,0.72752,0.48739,0.59549,0.34097,0.73582,0.45951,0.56042,0.31331,1.76687,2.7911,1.70464,1.64203,0,0.000298,0.000298,0.000298
100,642.844,1.31622,2.33441,1.48484,1.41064,0,0.70651,0.49634,0.58747,0.33682,0.68467,0.48235,0.56132,0.30033,1.76033,2.77891,1.71304,1.64411,0,0.000199,0.000199,0.000199
